x	y	label	showSelected1	PANEL	group
0.5	1.1	loss=0.0384, 0/50 errors=0%	neural.network 875	1	1863
0.5	1.1	loss=0.0384, 0/50 errors=0%	neural.network 876	1	1864
0.5	1.1	loss=0.0384, 0/50 errors=0%	neural.network 877	1	1865
0.5	1.1	loss=0.0383, 0/50 errors=0%	neural.network 878	1	1866
0.5	1.1	loss=0.0383, 0/50 errors=0%	neural.network 879	1	1867
0.5	1.1	loss=0.0382, 0/50 errors=0%	neural.network 880	1	1869
0.5	1.1	loss=0.0382, 0/50 errors=0%	neural.network 881	1	1870
0.5	1.1	loss=0.0381, 0/50 errors=0%	neural.network 882	1	1871
0.5	1.1	loss=0.0381, 0/50 errors=0%	neural.network 883	1	1872
0.5	1.1	loss=0.0381, 0/50 errors=0%	neural.network 884	1	1873
0.5	1.1	loss=0.038, 0/50 errors=0%	neural.network 885	1	1874
0.5	1.1	loss=0.038, 0/50 errors=0%	neural.network 886	1	1875
0.5	1.1	loss=0.0379, 0/50 errors=0%	neural.network 887	1	1876
0.5	1.1	loss=0.0379, 0/50 errors=0%	neural.network 888	1	1877
0.5	1.1	loss=0.0379, 0/50 errors=0%	neural.network 889	1	1878
0.5	1.1	loss=0.0379, 0/50 errors=0%	neural.network 890	1	1880
0.5	1.1	loss=0.0378, 0/50 errors=0%	neural.network 891	1	1881
0.5	1.1	loss=0.0378, 0/50 errors=0%	neural.network 892	1	1882
0.5	1.1	loss=0.0377, 0/50 errors=0%	neural.network 893	1	1883
0.5	1.1	loss=0.0377, 0/50 errors=0%	neural.network 894	1	1884
0.5	1.1	loss=0.0376, 0/50 errors=0%	neural.network 895	1	1885
0.5	1.1	loss=0.0376, 0/50 errors=0%	neural.network 896	1	1886
0.5	1.1	loss=0.0376, 0/50 errors=0%	neural.network 897	1	1887
0.5	1.1	loss=0.0375, 0/50 errors=0%	neural.network 898	1	1888
0.5	1.1	loss=0.0375, 0/50 errors=0%	neural.network 899	1	1889
0.5	1.1	loss=0.0374, 0/50 errors=0%	neural.network 900	1	1892
0.5	1.1	loss=0.0374, 0/50 errors=0%	neural.network 901	1	1893
0.5	1.1	loss=0.0374, 0/50 errors=0%	neural.network 902	1	1894
0.5	1.1	loss=0.0374, 0/50 errors=0%	neural.network 903	1	1895
0.5	1.1	loss=0.0373, 0/50 errors=0%	neural.network 904	1	1896
0.5	1.1	loss=0.0373, 0/50 errors=0%	neural.network 905	1	1897
0.5	1.1	loss=0.0372, 0/50 errors=0%	neural.network 906	1	1898
0.5	1.1	loss=0.0372, 0/50 errors=0%	neural.network 907	1	1899
0.5	1.1	loss=0.0371, 0/50 errors=0%	neural.network 908	1	1900
0.5	1.1	loss=0.0371, 0/50 errors=0%	neural.network 909	1	1901
0.5	1.1	loss=0.0371, 0/50 errors=0%	neural.network 910	1	1903
0.5	1.1	loss=0.037, 0/50 errors=0%	neural.network 911	1	1904
0.5	1.1	loss=0.037, 0/50 errors=0%	neural.network 912	1	1905
0.5	1.1	loss=0.037, 0/50 errors=0%	neural.network 913	1	1906
0.5	1.1	loss=0.0369, 0/50 errors=0%	neural.network 914	1	1907
0.5	1.1	loss=0.0369, 0/50 errors=0%	neural.network 915	1	1908
0.5	1.1	loss=0.0369, 0/50 errors=0%	neural.network 916	1	1909
0.5	1.1	loss=0.0369, 0/50 errors=0%	neural.network 917	1	1910
0.5	1.1	loss=0.0368, 0/50 errors=0%	neural.network 918	1	1911
0.5	1.1	loss=0.0367, 0/50 errors=0%	neural.network 919	1	1912
0.5	1.1	loss=0.0367, 0/50 errors=0%	neural.network 920	1	1914
0.5	1.1	loss=0.0367, 0/50 errors=0%	neural.network 921	1	1915
0.5	1.1	loss=0.0366, 0/50 errors=0%	neural.network 922	1	1916
0.5	1.1	loss=0.0366, 0/50 errors=0%	neural.network 923	1	1917
0.5	1.1	loss=0.0366, 0/50 errors=0%	neural.network 924	1	1918
0.5	1.1	loss=0.0365, 0/50 errors=0%	neural.network 925	1	1919
0.5	1.1	loss=0.0365, 0/50 errors=0%	neural.network 926	1	1920
0.5	1.1	loss=0.0364, 0/50 errors=0%	neural.network 927	1	1921
0.5	1.1	loss=0.0364, 0/50 errors=0%	neural.network 928	1	1922
0.5	1.1	loss=0.0364, 0/50 errors=0%	neural.network 929	1	1923
0.5	1.1	loss=0.0364, 0/50 errors=0%	neural.network 930	1	1925
0.5	1.1	loss=0.0363, 0/50 errors=0%	neural.network 931	1	1926
0.5	1.1	loss=0.0363, 0/50 errors=0%	neural.network 932	1	1927
0.5	1.1	loss=0.0362, 0/50 errors=0%	neural.network 933	1	1928
0.5	1.1	loss=0.0362, 0/50 errors=0%	neural.network 934	1	1929
0.5	1.1	loss=0.0362, 0/50 errors=0%	neural.network 935	1	1930
0.5	1.1	loss=0.0361, 0/50 errors=0%	neural.network 936	1	1931
0.5	1.1	loss=0.0361, 0/50 errors=0%	neural.network 937	1	1932
0.5	1.1	loss=0.0361, 0/50 errors=0%	neural.network 938	1	1933
0.5	1.1	loss=0.036, 0/50 errors=0%	neural.network 939	1	1934
0.5	1.1	loss=0.036, 0/50 errors=0%	neural.network 940	1	1936
0.5	1.1	loss=0.036, 0/50 errors=0%	neural.network 941	1	1937
0.5	1.1	loss=0.0359, 0/50 errors=0%	neural.network 942	1	1938
0.5	1.1	loss=0.0359, 0/50 errors=0%	neural.network 943	1	1939
0.5	1.1	loss=0.0359, 0/50 errors=0%	neural.network 944	1	1940
0.5	1.1	loss=0.0358, 0/50 errors=0%	neural.network 945	1	1941
0.5	1.1	loss=0.0358, 0/50 errors=0%	neural.network 946	1	1942
0.5	1.1	loss=0.0358, 0/50 errors=0%	neural.network 947	1	1943
0.5	1.1	loss=0.0357, 0/50 errors=0%	neural.network 948	1	1944
0.5	1.1	loss=0.0357, 0/50 errors=0%	neural.network 949	1	1945
0.5	1.1	loss=0.0356, 0/50 errors=0%	neural.network 950	1	1947
0.5	1.1	loss=0.0356, 0/50 errors=0%	neural.network 951	1	1948
0.5	1.1	loss=0.0356, 0/50 errors=0%	neural.network 952	1	1949
0.5	1.1	loss=0.0355, 0/50 errors=0%	neural.network 953	1	1950
0.5	1.1	loss=0.0355, 0/50 errors=0%	neural.network 954	1	1951
0.5	1.1	loss=0.0355, 0/50 errors=0%	neural.network 955	1	1952
0.5	1.1	loss=0.0354, 0/50 errors=0%	neural.network 956	1	1953
0.5	1.1	loss=0.0354, 0/50 errors=0%	neural.network 957	1	1954
0.5	1.1	loss=0.0354, 0/50 errors=0%	neural.network 958	1	1955
0.5	1.1	loss=0.0353, 0/50 errors=0%	neural.network 959	1	1956
0.5	1.1	loss=0.0353, 0/50 errors=0%	neural.network 960	1	1958
0.5	1.1	loss=0.0353, 0/50 errors=0%	neural.network 961	1	1959
0.5	1.1	loss=0.0352, 0/50 errors=0%	neural.network 962	1	1960
0.5	1.1	loss=0.0352, 0/50 errors=0%	neural.network 963	1	1961
0.5	1.1	loss=0.0352, 0/50 errors=0%	neural.network 964	1	1962
0.5	1.1	loss=0.0351, 0/50 errors=0%	neural.network 965	1	1963
0.5	1.1	loss=0.0351, 0/50 errors=0%	neural.network 966	1	1964
0.5	1.1	loss=0.0351, 0/50 errors=0%	neural.network 967	1	1965
0.5	1.1	loss=0.035, 0/50 errors=0%	neural.network 968	1	1966
0.5	1.1	loss=0.035, 0/50 errors=0%	neural.network 969	1	1967
0.5	1.1	loss=0.035, 0/50 errors=0%	neural.network 970	1	1969
0.5	1.1	loss=0.035, 0/50 errors=0%	neural.network 971	1	1970
0.5	1.1	loss=0.035, 0/50 errors=0%	neural.network 972	1	1971
0.5	1.1	loss=0.0349, 0/50 errors=0%	neural.network 973	1	1972
0.5	1.1	loss=0.0348, 0/50 errors=0%	neural.network 974	1	1973
0.5	1.1	loss=0.0348, 0/50 errors=0%	neural.network 975	1	1974
0.5	1.1	loss=0.0348, 0/50 errors=0%	neural.network 976	1	1975
0.5	1.1	loss=0.0347, 0/50 errors=0%	neural.network 977	1	1976
0.5	1.1	loss=0.0347, 0/50 errors=0%	neural.network 978	1	1977
0.5	1.1	loss=0.0347, 0/50 errors=0%	neural.network 979	1	1978
0.5	1.1	loss=0.0346, 0/50 errors=0%	neural.network 980	1	1980
0.5	1.1	loss=0.0346, 0/50 errors=0%	neural.network 981	1	1981
0.5	1.1	loss=0.0346, 0/50 errors=0%	neural.network 982	1	1982
0.5	1.1	loss=0.0345, 0/50 errors=0%	neural.network 983	1	1983
0.5	1.1	loss=0.0345, 0/50 errors=0%	neural.network 984	1	1984
0.5	1.1	loss=0.0345, 0/50 errors=0%	neural.network 985	1	1985
0.5	1.1	loss=0.0345, 0/50 errors=0%	neural.network 986	1	1986
0.5	1.1	loss=0.0344, 0/50 errors=0%	neural.network 987	1	1987
0.5	1.1	loss=0.0344, 0/50 errors=0%	neural.network 988	1	1988
0.5	1.1	loss=0.0343, 0/50 errors=0%	neural.network 989	1	1989
0.5	1.1	loss=0.0343, 0/50 errors=0%	neural.network 990	1	1991
0.5	1.1	loss=0.0343, 0/50 errors=0%	neural.network 991	1	1992
0.5	1.1	loss=0.0342, 0/50 errors=0%	neural.network 992	1	1993
0.5	1.1	loss=0.0342, 0/50 errors=0%	neural.network 993	1	1994
0.5	1.1	loss=0.0342, 0/50 errors=0%	neural.network 994	1	1995
0.5	1.1	loss=0.0341, 0/50 errors=0%	neural.network 995	1	1996
0.5	1.1	loss=0.0341, 0/50 errors=0%	neural.network 996	1	1997
0.5	1.1	loss=0.0341, 0/50 errors=0%	neural.network 997	1	1998
0.5	1.1	loss=0.0341, 0/50 errors=0%	neural.network 998	1	1999
0.5	1.1	loss=0.034, 0/50 errors=0%	neural.network 999	1	2000
0.5	1.1	loss=0.034, 0/50 errors=0%	neural.network 1000	1	1004
0.5	1.1	loss=0.8244, 32/50 errors=64%	linear.model 1	1	1
0.5	1.1	loss=0.7442, 29/50 errors=58%	linear.model 2	1	113
0.5	1.1	loss=0.6882, 26/50 errors=52%	linear.model 3	1	224
0.5	1.1	loss=0.6499, 21/50 errors=42%	linear.model 4	1	335
0.5	1.1	loss=0.6239, 17/50 errors=34%	linear.model 5	1	446
0.5	1.1	loss=0.6062, 9/50 errors=18%	linear.model 6	1	557
0.5	1.1	loss=0.5941, 10/50 errors=20%	linear.model 7	1	668
0.5	1.1	loss=0.5856, 10/50 errors=20%	linear.model 8	1	779
0.5	1.1	loss=0.5794, 11/50 errors=22%	linear.model 9	1	890
0.5	1.1	loss=0.5749, 13/50 errors=26%	linear.model 10	1	2
0.5	1.1	loss=0.5714, 14/50 errors=28%	linear.model 11	1	14
0.5	1.1	loss=0.5685, 15/50 errors=30%	linear.model 12	1	25
0.5	1.1	loss=0.5662, 16/50 errors=32%	linear.model 13	1	36
0.5	1.1	loss=0.5642, 17/50 errors=34%	linear.model 14	1	47
0.5	1.1	loss=0.5624, 17/50 errors=34%	linear.model 15	1	58
0.5	1.1	loss=0.5608, 17/50 errors=34%	linear.model 16	1	69
0.5	1.1	loss=0.5592, 17/50 errors=34%	linear.model 17	1	80
0.5	1.1	loss=0.5578, 17/50 errors=34%	linear.model 18	1	91
0.5	1.1	loss=0.5564, 17/50 errors=34%	linear.model 19	1	102
0.5	1.1	loss=0.555, 17/50 errors=34%	linear.model 20	1	114
0.5	1.1	loss=0.5537, 17/50 errors=34%	linear.model 21	1	125
0.5	1.1	loss=0.5524, 17/50 errors=34%	linear.model 22	1	136
0.5	1.1	loss=0.5512, 17/50 errors=34%	linear.model 23	1	147
0.5	1.1	loss=0.5499, 17/50 errors=34%	linear.model 24	1	158
0.5	1.1	loss=0.5487, 17/50 errors=34%	linear.model 25	1	169
0.5	1.1	loss=0.5475, 16/50 errors=32%	linear.model 26	1	180
0.5	1.1	loss=0.5463, 16/50 errors=32%	linear.model 27	1	191
0.5	1.1	loss=0.5452, 15/50 errors=30%	linear.model 28	1	202
0.5	1.1	loss=0.544, 15/50 errors=30%	linear.model 29	1	213
0.5	1.1	loss=0.5429, 15/50 errors=30%	linear.model 30	1	225
0.5	1.1	loss=0.5418, 14/50 errors=28%	linear.model 31	1	236
0.5	1.1	loss=0.5407, 14/50 errors=28%	linear.model 32	1	247
0.5	1.1	loss=0.5396, 14/50 errors=28%	linear.model 33	1	258
0.5	1.1	loss=0.5385, 14/50 errors=28%	linear.model 34	1	269
0.5	1.1	loss=0.5374, 14/50 errors=28%	linear.model 35	1	280
0.5	1.1	loss=0.5364, 14/50 errors=28%	linear.model 36	1	291
0.5	1.1	loss=0.5353, 14/50 errors=28%	linear.model 37	1	302
0.5	1.1	loss=0.5343, 13/50 errors=26%	linear.model 38	1	313
0.5	1.1	loss=0.5333, 13/50 errors=26%	linear.model 39	1	324
0.5	1.1	loss=0.5323, 13/50 errors=26%	linear.model 40	1	336
0.5	1.1	loss=0.5313, 13/50 errors=26%	linear.model 41	1	347
0.5	1.1	loss=0.5303, 13/50 errors=26%	linear.model 42	1	358
0.5	1.1	loss=0.5294, 13/50 errors=26%	linear.model 43	1	369
0.5	1.1	loss=0.5284, 13/50 errors=26%	linear.model 44	1	380
0.5	1.1	loss=0.5275, 13/50 errors=26%	linear.model 45	1	391
0.5	1.1	loss=0.5266, 13/50 errors=26%	linear.model 46	1	402
0.5	1.1	loss=0.5256, 13/50 errors=26%	linear.model 47	1	413
0.5	1.1	loss=0.5247, 13/50 errors=26%	linear.model 48	1	424
0.5	1.1	loss=0.5238, 13/50 errors=26%	linear.model 49	1	435
0.5	1.1	loss=0.523, 14/50 errors=28%	linear.model 50	1	447
0.5	1.1	loss=0.5221, 14/50 errors=28%	linear.model 51	1	458
0.5	1.1	loss=0.5212, 14/50 errors=28%	linear.model 52	1	469
0.5	1.1	loss=0.5204, 13/50 errors=26%	linear.model 53	1	480
0.5	1.1	loss=0.5195, 13/50 errors=26%	linear.model 54	1	491
0.5	1.1	loss=0.5187, 13/50 errors=26%	linear.model 55	1	502
0.5	1.1	loss=0.5178, 13/50 errors=26%	linear.model 56	1	513
0.5	1.1	loss=0.517, 13/50 errors=26%	linear.model 57	1	524
0.5	1.1	loss=0.5162, 13/50 errors=26%	linear.model 58	1	535
0.5	1.1	loss=0.5154, 13/50 errors=26%	linear.model 59	1	546
0.5	1.1	loss=0.5146, 13/50 errors=26%	linear.model 60	1	558
0.5	1.1	loss=0.5138, 13/50 errors=26%	linear.model 61	1	569
0.5	1.1	loss=0.5131, 13/50 errors=26%	linear.model 62	1	580
0.5	1.1	loss=0.5123, 12/50 errors=24%	linear.model 63	1	591
0.5	1.1	loss=0.5116, 12/50 errors=24%	linear.model 64	1	602
0.5	1.1	loss=0.5108, 12/50 errors=24%	linear.model 65	1	613
0.5	1.1	loss=0.5101, 12/50 errors=24%	linear.model 66	1	624
0.5	1.1	loss=0.5093, 12/50 errors=24%	linear.model 67	1	635
0.5	1.1	loss=0.5086, 12/50 errors=24%	linear.model 68	1	646
0.5	1.1	loss=0.5079, 12/50 errors=24%	linear.model 69	1	657
0.5	1.1	loss=0.5072, 12/50 errors=24%	linear.model 70	1	669
0.5	1.1	loss=0.5065, 12/50 errors=24%	linear.model 71	1	680
0.5	1.1	loss=0.5058, 12/50 errors=24%	linear.model 72	1	691
0.5	1.1	loss=0.5051, 12/50 errors=24%	linear.model 73	1	702
0.5	1.1	loss=0.5044, 12/50 errors=24%	linear.model 74	1	713
0.5	1.1	loss=0.5038, 12/50 errors=24%	linear.model 75	1	724
0.5	1.1	loss=0.5031, 12/50 errors=24%	linear.model 76	1	735
0.5	1.1	loss=0.5025, 12/50 errors=24%	linear.model 77	1	746
0.5	1.1	loss=0.5018, 12/50 errors=24%	linear.model 78	1	757
0.5	1.1	loss=0.5012, 12/50 errors=24%	linear.model 79	1	768
0.5	1.1	loss=0.5005, 12/50 errors=24%	linear.model 80	1	780
0.5	1.1	loss=0.4999, 11/50 errors=22%	linear.model 81	1	791
0.5	1.1	loss=0.4993, 10/50 errors=20%	linear.model 82	1	802
0.5	1.1	loss=0.4987, 10/50 errors=20%	linear.model 83	1	813
0.5	1.1	loss=0.4981, 10/50 errors=20%	linear.model 84	1	824
0.5	1.1	loss=0.4975, 10/50 errors=20%	linear.model 85	1	835
0.5	1.1	loss=0.4969, 10/50 errors=20%	linear.model 86	1	846
0.5	1.1	loss=0.4963, 10/50 errors=20%	linear.model 87	1	857
0.5	1.1	loss=0.4957, 10/50 errors=20%	linear.model 88	1	868
0.5	1.1	loss=0.4951, 10/50 errors=20%	linear.model 89	1	879
0.5	1.1	loss=0.4945, 10/50 errors=20%	linear.model 90	1	891
0.5	1.1	loss=0.494, 10/50 errors=20%	linear.model 91	1	902
0.5	1.1	loss=0.4934, 10/50 errors=20%	linear.model 92	1	913
0.5	1.1	loss=0.4928, 10/50 errors=20%	linear.model 93	1	924
0.5	1.1	loss=0.4923, 10/50 errors=20%	linear.model 94	1	935
0.5	1.1	loss=0.4917, 10/50 errors=20%	linear.model 95	1	946
0.5	1.1	loss=0.4912, 10/50 errors=20%	linear.model 96	1	957
0.5	1.1	loss=0.4907, 10/50 errors=20%	linear.model 97	1	968
0.5	1.1	loss=0.4901, 10/50 errors=20%	linear.model 98	1	979
0.5	1.1	loss=0.4896, 10/50 errors=20%	linear.model 99	1	990
0.5	1.1	loss=0.4891, 10/50 errors=20%	linear.model 100	1	3
0.5	1.1	loss=0.4886, 10/50 errors=20%	linear.model 101	1	5
0.5	1.1	loss=0.4881, 10/50 errors=20%	linear.model 102	1	6
0.5	1.1	loss=0.4876, 10/50 errors=20%	linear.model 103	1	7
0.5	1.1	loss=0.4871, 10/50 errors=20%	linear.model 104	1	8
0.5	1.1	loss=0.4866, 10/50 errors=20%	linear.model 105	1	9
0.5	1.1	loss=0.4861, 10/50 errors=20%	linear.model 106	1	10
0.5	1.1	loss=0.4856, 10/50 errors=20%	linear.model 107	1	11
0.5	1.1	loss=0.4851, 10/50 errors=20%	linear.model 108	1	12
0.5	1.1	loss=0.4847, 10/50 errors=20%	linear.model 109	1	13
0.5	1.1	loss=0.4842, 10/50 errors=20%	linear.model 110	1	15
0.5	1.1	loss=0.4837, 10/50 errors=20%	linear.model 111	1	16
0.5	1.1	loss=0.4832, 10/50 errors=20%	linear.model 112	1	17
0.5	1.1	loss=0.4828, 10/50 errors=20%	linear.model 113	1	18
0.5	1.1	loss=0.4823, 10/50 errors=20%	linear.model 114	1	19
0.5	1.1	loss=0.4819, 10/50 errors=20%	linear.model 115	1	20
0.5	1.1	loss=0.4814, 10/50 errors=20%	linear.model 116	1	21
0.5	1.1	loss=0.481, 10/50 errors=20%	linear.model 117	1	22
0.5	1.1	loss=0.4806, 10/50 errors=20%	linear.model 118	1	23
0.5	1.1	loss=0.4801, 10/50 errors=20%	linear.model 119	1	24
0.5	1.1	loss=0.4797, 10/50 errors=20%	linear.model 120	1	26
0.5	1.1	loss=0.4793, 10/50 errors=20%	linear.model 121	1	27
0.5	1.1	loss=0.4789, 10/50 errors=20%	linear.model 122	1	28
0.5	1.1	loss=0.4784, 11/50 errors=22%	linear.model 123	1	29
0.5	1.1	loss=0.478, 11/50 errors=22%	linear.model 124	1	30
0.5	1.1	loss=0.4776, 11/50 errors=22%	linear.model 125	1	31
0.5	1.1	loss=0.4772, 11/50 errors=22%	linear.model 126	1	32
0.5	1.1	loss=0.4768, 11/50 errors=22%	linear.model 127	1	33
0.5	1.1	loss=0.4764, 11/50 errors=22%	linear.model 128	1	34
0.5	1.1	loss=0.476, 11/50 errors=22%	linear.model 129	1	35
0.5	1.1	loss=0.4756, 11/50 errors=22%	linear.model 130	1	37
0.5	1.1	loss=0.4752, 11/50 errors=22%	linear.model 131	1	38
0.5	1.1	loss=0.4748, 11/50 errors=22%	linear.model 132	1	39
0.5	1.1	loss=0.4744, 11/50 errors=22%	linear.model 133	1	40
0.5	1.1	loss=0.4741, 11/50 errors=22%	linear.model 134	1	41
0.5	1.1	loss=0.4737, 11/50 errors=22%	linear.model 135	1	42
0.5	1.1	loss=0.4733, 11/50 errors=22%	linear.model 136	1	43
0.5	1.1	loss=0.473, 11/50 errors=22%	linear.model 137	1	44
0.5	1.1	loss=0.4726, 11/50 errors=22%	linear.model 138	1	45
0.5	1.1	loss=0.4722, 11/50 errors=22%	linear.model 139	1	46
0.5	1.1	loss=0.4719, 11/50 errors=22%	linear.model 140	1	48
0.5	1.1	loss=0.4715, 11/50 errors=22%	linear.model 141	1	49
0.5	1.1	loss=0.4711, 11/50 errors=22%	linear.model 142	1	50
0.5	1.1	loss=0.4708, 11/50 errors=22%	linear.model 143	1	51
0.5	1.1	loss=0.4704, 11/50 errors=22%	linear.model 144	1	52
0.5	1.1	loss=0.4701, 11/50 errors=22%	linear.model 145	1	53
0.5	1.1	loss=0.4698, 11/50 errors=22%	linear.model 146	1	54
0.5	1.1	loss=0.4694, 11/50 errors=22%	linear.model 147	1	55
0.5	1.1	loss=0.4691, 11/50 errors=22%	linear.model 148	1	56
0.5	1.1	loss=0.4688, 11/50 errors=22%	linear.model 149	1	57
0.5	1.1	loss=0.4684, 11/50 errors=22%	linear.model 150	1	59
0.5	1.1	loss=0.4681, 11/50 errors=22%	linear.model 151	1	60
0.5	1.1	loss=0.4678, 11/50 errors=22%	linear.model 152	1	61
0.5	1.1	loss=0.4674, 11/50 errors=22%	linear.model 153	1	62
0.5	1.1	loss=0.4671, 11/50 errors=22%	linear.model 154	1	63
0.5	1.1	loss=0.4668, 11/50 errors=22%	linear.model 155	1	64
0.5	1.1	loss=0.4665, 11/50 errors=22%	linear.model 156	1	65
0.5	1.1	loss=0.4662, 11/50 errors=22%	linear.model 157	1	66
0.5	1.1	loss=0.4659, 11/50 errors=22%	linear.model 158	1	67
0.5	1.1	loss=0.4656, 11/50 errors=22%	linear.model 159	1	68
0.5	1.1	loss=0.4653, 11/50 errors=22%	linear.model 160	1	70
0.5	1.1	loss=0.465, 11/50 errors=22%	linear.model 161	1	71
0.5	1.1	loss=0.4646, 11/50 errors=22%	linear.model 162	1	72
0.5	1.1	loss=0.4644, 11/50 errors=22%	linear.model 163	1	73
0.5	1.1	loss=0.4641, 11/50 errors=22%	linear.model 164	1	74
0.5	1.1	loss=0.4638, 11/50 errors=22%	linear.model 165	1	75
0.5	1.1	loss=0.4635, 11/50 errors=22%	linear.model 166	1	76
0.5	1.1	loss=0.4632, 11/50 errors=22%	linear.model 167	1	77
0.5	1.1	loss=0.4629, 11/50 errors=22%	linear.model 168	1	78
0.5	1.1	loss=0.4626, 11/50 errors=22%	linear.model 169	1	79
0.5	1.1	loss=0.4623, 11/50 errors=22%	linear.model 170	1	81
0.5	1.1	loss=0.4621, 11/50 errors=22%	linear.model 171	1	82
0.5	1.1	loss=0.4618, 11/50 errors=22%	linear.model 172	1	83
0.5	1.1	loss=0.4615, 11/50 errors=22%	linear.model 173	1	84
0.5	1.1	loss=0.4612, 11/50 errors=22%	linear.model 174	1	85
0.5	1.1	loss=0.461, 11/50 errors=22%	linear.model 175	1	86
0.5	1.1	loss=0.4607, 11/50 errors=22%	linear.model 176	1	87
0.5	1.1	loss=0.4604, 11/50 errors=22%	linear.model 177	1	88
0.5	1.1	loss=0.4602, 11/50 errors=22%	linear.model 178	1	89
0.5	1.1	loss=0.4599, 11/50 errors=22%	linear.model 179	1	90
0.5	1.1	loss=0.4596, 11/50 errors=22%	linear.model 180	1	92
0.5	1.1	loss=0.4594, 11/50 errors=22%	linear.model 181	1	93
0.5	1.1	loss=0.4591, 11/50 errors=22%	linear.model 182	1	94
0.5	1.1	loss=0.4589, 11/50 errors=22%	linear.model 183	1	95
0.5	1.1	loss=0.4586, 11/50 errors=22%	linear.model 184	1	96
0.5	1.1	loss=0.4583, 11/50 errors=22%	linear.model 185	1	97
0.5	1.1	loss=0.4581, 11/50 errors=22%	linear.model 186	1	98
0.5	1.1	loss=0.4579, 11/50 errors=22%	linear.model 187	1	99
0.5	1.1	loss=0.4576, 11/50 errors=22%	linear.model 188	1	100
0.5	1.1	loss=0.4574, 11/50 errors=22%	linear.model 189	1	101
0.5	1.1	loss=0.4571, 11/50 errors=22%	linear.model 190	1	103
0.5	1.1	loss=0.4569, 11/50 errors=22%	linear.model 191	1	104
0.5	1.1	loss=0.4566, 11/50 errors=22%	linear.model 192	1	105
0.5	1.1	loss=0.4564, 11/50 errors=22%	linear.model 193	1	106
0.5	1.1	loss=0.4562, 11/50 errors=22%	linear.model 194	1	107
0.5	1.1	loss=0.4559, 11/50 errors=22%	linear.model 195	1	108
0.5	1.1	loss=0.4557, 11/50 errors=22%	linear.model 196	1	109
0.5	1.1	loss=0.4555, 11/50 errors=22%	linear.model 197	1	110
0.5	1.1	loss=0.4552, 12/50 errors=24%	linear.model 198	1	111
0.5	1.1	loss=0.455, 12/50 errors=24%	linear.model 199	1	112
0.5	1.1	loss=0.4548, 12/50 errors=24%	linear.model 200	1	115
0.5	1.1	loss=0.4546, 12/50 errors=24%	linear.model 201	1	116
0.5	1.1	loss=0.4543, 12/50 errors=24%	linear.model 202	1	117
0.5	1.1	loss=0.4541, 12/50 errors=24%	linear.model 203	1	118
0.5	1.1	loss=0.4539, 12/50 errors=24%	linear.model 204	1	119
0.5	1.1	loss=0.4537, 12/50 errors=24%	linear.model 205	1	120
0.5	1.1	loss=0.4535, 12/50 errors=24%	linear.model 206	1	121
0.5	1.1	loss=0.4533, 12/50 errors=24%	linear.model 207	1	122
0.5	1.1	loss=0.453, 12/50 errors=24%	linear.model 208	1	123
0.5	1.1	loss=0.4528, 12/50 errors=24%	linear.model 209	1	124
0.5	1.1	loss=0.4526, 12/50 errors=24%	linear.model 210	1	126
0.5	1.1	loss=0.4524, 12/50 errors=24%	linear.model 211	1	127
0.5	1.1	loss=0.4522, 12/50 errors=24%	linear.model 212	1	128
0.5	1.1	loss=0.452, 12/50 errors=24%	linear.model 213	1	129
0.5	1.1	loss=0.4518, 12/50 errors=24%	linear.model 214	1	130
0.5	1.1	loss=0.4516, 12/50 errors=24%	linear.model 215	1	131
0.5	1.1	loss=0.4514, 12/50 errors=24%	linear.model 216	1	132
0.5	1.1	loss=0.4512, 12/50 errors=24%	linear.model 217	1	133
0.5	1.1	loss=0.451, 12/50 errors=24%	linear.model 218	1	134
0.5	1.1	loss=0.4508, 12/50 errors=24%	linear.model 219	1	135
0.5	1.1	loss=0.4506, 12/50 errors=24%	linear.model 220	1	137
0.5	1.1	loss=0.4504, 12/50 errors=24%	linear.model 221	1	138
0.5	1.1	loss=0.4502, 12/50 errors=24%	linear.model 222	1	139
0.5	1.1	loss=0.45, 12/50 errors=24%	linear.model 223	1	140
0.5	1.1	loss=0.4498, 12/50 errors=24%	linear.model 224	1	141
0.5	1.1	loss=0.4496, 12/50 errors=24%	linear.model 225	1	142
0.5	1.1	loss=0.4495, 12/50 errors=24%	linear.model 226	1	143
0.5	1.1	loss=0.4493, 12/50 errors=24%	linear.model 227	1	144
0.5	1.1	loss=0.4491, 12/50 errors=24%	linear.model 228	1	145
0.5	1.1	loss=0.4489, 12/50 errors=24%	linear.model 229	1	146
0.5	1.1	loss=0.4487, 12/50 errors=24%	linear.model 230	1	148
0.5	1.1	loss=0.4485, 12/50 errors=24%	linear.model 231	1	149
0.5	1.1	loss=0.4484, 12/50 errors=24%	linear.model 232	1	150
0.5	1.1	loss=0.4482, 12/50 errors=24%	linear.model 233	1	151
0.5	1.1	loss=0.448, 12/50 errors=24%	linear.model 234	1	152
0.5	1.1	loss=0.4478, 12/50 errors=24%	linear.model 235	1	153
0.5	1.1	loss=0.4476, 12/50 errors=24%	linear.model 236	1	154
0.5	1.1	loss=0.4475, 12/50 errors=24%	linear.model 237	1	155
0.5	1.1	loss=0.4473, 12/50 errors=24%	linear.model 238	1	156
0.5	1.1	loss=0.4471, 12/50 errors=24%	linear.model 239	1	157
